,bid,tid,nid,fid,face_path,congruency,PC,frequency,corrResp,sbjResp,sbjCorr,sbjRT
9,5,10,Clooney,Clooney,./images/Clooney.jpg,congruent,MC-C,freq,v,,,
10,5,11,Clooney,Clooney,./images/Clooney.jpg,congruent,MC-C,freq,v,,,
11,5,12,Clooney,Clooney,./images/Clooney.jpg,congruent,MC-C,freq,v,,,
12,5,13,Clooney,Clooney,./images/Clooney.jpg,congruent,MC-C,freq,v,,,
13,5,14,Clooney,Clooney,./images/Clooney.jpg,congruent,MC-C,freq,v,,,
14,5,15,Clooney,Clooney,./images/Clooney.jpg,congruent,MC-C,freq,v,,,
15,5,16,Clooney,Clooney,./images/Clooney.jpg,congruent,MC-C,freq,v,,,
16,5,17,Clooney,Clooney,./images/Clooney.jpg,congruent,MC-C,freq,v,,,
17,5,18,Clooney,Clooney,./images/Clooney.jpg,congruent,MC-C,freq,v,,,
18,5,19,Clooney,Cruise,./images/Cruise.jpg,incongruent,MIC-IC,freq,b,,,
19,5,20,Clooney,Cruise,./images/Cruise.jpg,incongruent,MIC-IC,freq,b,,,
20,5,21,Clooney,Cruise,./images/Cruise.jpg,incongruent,MIC-IC,freq,b,,,
21,5,22,Clooney,Cruise,./images/Cruise.jpg,incongruent,MIC-IC,freq,b,,,
22,5,23,Clooney,Cruise,./images/Cruise.jpg,incongruent,MIC-IC,freq,b,,,
23,5,24,Clooney,Cruise,./images/Cruise.jpg,incongruent,MIC-IC,freq,b,,,
24,5,25,Clooney,Cruise,./images/Cruise.jpg,incongruent,MIC-IC,freq,b,,,
25,5,26,Clooney,Cruise,./images/Cruise.jpg,incongruent,MIC-IC,freq,b,,,
26,5,27,Clooney,Cruise,./images/Cruise.jpg,incongruent,MIC-IC,freq,b,,,
27,5,28,Clooney,Cruise,./images/Cruise.jpg,incongruent,MIC-IC,freq,b,,,
28,5,29,Clooney,Cruise,./images/Cruise.jpg,incongruent,MIC-IC,freq,b,,,
29,5,30,Clooney,Cruise,./images/Cruise.jpg,incongruent,MIC-IC,freq,b,,,
30,5,31,Clooney,Cruise,./images/Cruise.jpg,incongruent,MIC-IC,freq,b,,,
31,5,32,Clooney,Cruise,./images/Cruise.jpg,incongruent,MIC-IC,freq,b,,,
32,5,33,Clooney,Cruise,./images/Cruise.jpg,incongruent,MIC-IC,freq,b,,,
33,5,34,Clooney,Cruise,./images/Cruise.jpg,incongruent,MIC-IC,freq,b,,,
34,5,35,Clooney,Cruise,./images/Cruise.jpg,incongruent,MIC-IC,freq,b,,,
35,5,36,Clooney,Cruise,./images/Cruise.jpg,incongruent,MIC-IC,freq,b,,,
36,5,37,Clooney,Damon,./images/Damon.jpg,incongruent,MIC-IC,freq,n,,,
37,5,38,Clooney,Damon,./images/Damon.jpg,incongruent,MIC-IC,freq,n,,,
38,5,39,Clooney,Damon,./images/Damon.jpg,incongruent,MIC-IC,freq,n,,,
39,5,40,Clooney,Damon,./images/Damon.jpg,incongruent,MIC-IC,freq,n,,,
40,5,41,Clooney,Damon,./images/Damon.jpg,incongruent,MIC-IC,freq,n,,,
41,5,42,Clooney,Damon,./images/Damon.jpg,incongruent,MIC-IC,freq,n,,,
42,5,43,Clooney,Damon,./images/Damon.jpg,incongruent,MIC-IC,freq,n,,,
43,5,44,Clooney,Damon,./images/Damon.jpg,incongruent,MIC-IC,freq,n,,,
44,5,45,Clooney,Damon,./images/Damon.jpg,incongruent,MIC-IC,freq,n,,,
45,5,46,Clooney,Damon,./images/Damon.jpg,incongruent,MIC-IC,freq,n,,,
46,5,47,Clooney,Damon,./images/Damon.jpg,incongruent,MIC-IC,freq,n,,,
47,5,48,Clooney,Damon,./images/Damon.jpg,incongruent,MIC-IC,freq,n,,,
48,5,49,Clooney,Damon,./images/Damon.jpg,incongruent,MIC-IC,freq,n,,,
49,5,50,Clooney,Damon,./images/Damon.jpg,incongruent,MIC-IC,freq,n,,,
50,5,51,Clooney,Damon,./images/Damon.jpg,incongruent,MIC-IC,freq,n,,,
51,5,52,Clooney,Damon,./images/Damon.jpg,incongruent,MIC-IC,freq,n,,,
52,5,53,Clooney,Damon,./images/Damon.jpg,incongruent,MIC-IC,freq,n,,,
53,5,54,Clooney,Damon,./images/Damon.jpg,incongruent,MIC-IC,freq,n,,,
54,5,55,Cruise,Clooney,./images/Clooney.jpg,incongruent,MC-IC,infreq,v,,,
55,5,56,Cruise,Clooney,./images/Clooney.jpg,incongruent,MC-IC,infreq,v,,,
56,5,57,Cruise,Clooney,./images/Clooney.jpg,incongruent,MC-IC,infreq,v,,,
57,5,58,Cruise,Cruise,./images/Cruise.jpg,congruent,MIC-C,infreq,b,,,
58,5,59,Cruise,Cruise,./images/Cruise.jpg,congruent,MIC-C,infreq,b,,,
59,5,60,Cruise,Cruise,./images/Cruise.jpg,congruent,MIC-C,infreq,b,,,
60,5,61,Cruise,Damon,./images/Damon.jpg,incongruent,MC-C,infreq,n,,,
61,5,62,Cruise,Damon,./images/Damon.jpg,incongruent,MC-C,infreq,n,,,
62,5,63,Cruise,Damon,./images/Damon.jpg,incongruent,MC-C,infreq,n,,,
63,5,64,Damon,Clooney,./images/Clooney.jpg,incongruent,MC-IC,infreq,v,,,
64,5,65,Damon,Clooney,./images/Clooney.jpg,incongruent,MC-IC,infreq,v,,,
65,5,66,Damon,Clooney,./images/Clooney.jpg,incongruent,MC-IC,infreq,v,,,
66,5,67,Damon,Cruise,./images/Cruise.jpg,incongruent,MC-C,infreq,b,,,
67,5,68,Damon,Cruise,./images/Cruise.jpg,incongruent,MC-C,infreq,b,,,
68,5,69,Damon,Cruise,./images/Cruise.jpg,incongruent,MC-C,infreq,b,,,
69,5,70,Damon,Damon,./images/Damon.jpg,congruent,MIC-C,infreq,n,,,
70,5,71,Damon,Damon,./images/Damon.jpg,congruent,MIC-C,infreq,n,,,
71,5,72,Damon,Damon,./images/Damon.jpg,congruent,MIC-C,infreq,n,,,
